Field Number(s),Common Name,Observation Date,Observation Year,How Observed,Observation Status,Final SIM Status,In MMHSRP Stranding DB,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Date of Examination,Condition at Examination,Vessel Type,Sex,Age Class,Length,Length Units,Necropsied,Date of Necropsy,Carcass Disposition,Additional Remarks,
CAS-MAC-245; TMMC-C-561,Fin Whale,5/22/2018,2018,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,04-Marin,Bolinas,Near Duxbury Reef; between Agate and Brighton,37.8957,decimal degrees,-122.7011,decimal degrees,5/25/2018,Moderate Decomposition,Unknown,FEMALE,ADULT,,cm,Y,5/25/2018,Left at Site,"We were able to confirm that she was in fact a ship strike with a fractured skull, multiple fractured vertebrae and multiple fractured ribs and associated muscle hemorrhage near the fractured bones. ",
WCRLB-20180602Bp,Fin Whale,6/2/2018,2018,Swimming,Alive,SERIOUS INJURY,Yes,CA,14-Ventura,NA,approx 12nm SW of San Nicolas Island,33.083,decimal degrees,-119.666,decimal degrees,NA,NA,Shipping,UNKNOWN,UNKNOWN,1400,cm,NA,,,"“The Horizon Spirit encountered a whale strike this afternoon (6/2).
 This occurred 1245LT, 33-05N, 119-40W, approx 12nm SW of San Nicolas Island.  Nearest guess is this was approx 45+ ft in length.
 1316 LT vessel slowed down to manuevering speed
 1327 LT whale was off the bow (33-02N, 119-51W)
 1400 LT vessel was back at passage course and speed.
 Bridge watch had maneuvered for a pod of whales (4).  This one was not in the same group and not observed.” ",
CAS-MAC-247; TMMC-C-567,Blue Whale,6/16/2018,2018,Floating,Moderate Decomposition,DEAD,Yes,CA,08-San Francisco,San Francisco,Floating 2 miles east of the Farallon Islands,37.704,decimal degrees,-122.958,decimal degrees,6/19/2018,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1860,cm,Y,6/19/2018,Left at Site,"This whale was initially reported on Saturday June 16th by a whale watching vessel at the Farallon Islands. The carcass was floating on her back with an extremely bloated tongue. The carcass ended up on shore at the southern end of Limantour beach on Monday June 18th near Santa Maria Creek. It was identified as the same whale by a notch in the left pectoral flipper. Necropsy was completed by TMMC, CAS, NOAA, and PRNS on 19 June 2018.",
CRC-1665,Gray Whale,6/28/2018,2018,Swimming,Alive,SERIOUS INJURY,Yes,WA,Grays Harbor,Ocean Shores,just N of Chance al a mer approach,47.0197,decimal degrees,-124.1634,decimal degrees,6/28/2018,Fresh Dead,Unknown,FEMALE,SUBADULT,910,cm,Y,6/28/2018,Buried,"Seen live in surf close to shore at 1230. Totally on beach at 1430 with little water surrounding it. Used buckets to keep dorsal surface wet for the animal's comfort until it died at 16:30. Necropsy performed at 18:30 after tide had gone out further.. Laying on belly. Extemely emaciated. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. Whale lice all over body, including dorsal surface of fluke (unusual--suspect unable to lift flukes properly). Tailstock in deep puddle of water, unable to examine. Area of skin that appears raised and inflamed on L axillae.. Breathing shallow shallow, with long intervals in between breaths. Laying on belly. Extemely emaciated. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. Whale lice all over body, including dorsal surface of fluke (unusual--suspect unable to lift flukes properly).. Large area of abrasion (116x30cm) on dorsal L and across back, just anterior to hump, with missing skin and necrosis at margins, visible bruising under widest point of missing skin. Abraided skin on upper R side at same level as larger abrasion. At least 4 shattered vertebrae at site, approx 1 month's worth of healing in tissues. Areas of internal infection at trauma site. Suspect animal hit by ship, with subsequent infection, emaciation and live stranding.",
MKH2018-010,Humpback Whale,8/23/2018,2018,Floating,Fresh Dead,NO DATA,Yes,WA,Clallam,Neah Bay,Floating near Chito Beach,48.3004,decimal degrees,-124.4083,decimal degrees,8/23/2018,Fresh Dead,Unknown,MALE,SUBADULT,965,cm,Y,8/23/2018,Buried,"Reporter observed a floating dead whale in kelp bed near Chito Beach. Initially reported to CRC & NOAA. Jonathan Scordino responded by boat. Bloated and floating at surface, but in excellent condition. Very little skin rubbing off. A few whale lice. Mouth open, lower jaw appears broken/dislocated and hanging. No obvious signs of entanglements or other external injuries. Whale towed to shore on Makah Reservation for necropsy. Tribal members kept edible parts and parts for cultural uses pursuant to Makah regualtions 2018-12.. lower left jaw appears broken or dislocated, tear at gape of mouth.. . Lower left jaw broken, skull fractured where jaw bone meets skull. Break in jaw severe enough for jaw bone to cut roof of mouth. After external and internal examination there were obvious signs of trauma in jaw and skull. Appears to have been struck by a ship.",
CICRU-2018-17,Blue Whale,9/10/2018,2018,Beach or Land,Advanced Decomposition,NO DATA,Yes,CA,14-Ventura,Point Mugu,Ormond East Beach at Naval Base Ventura County-Point Mugu,34.112556,decimal degrees,-119.149623,decimal degrees,9/10/2018,Advanced Decomposition,Unknown,MALE,ADULT,1737,cm,N,N/A,Left at Site,"missing a substantial portion of its length with the missing fluke; located an area that looks to be a large hematoma just adjacent to the right pectoral fin. That area was on the water side of the animal so we weren't able to spend time there. The terminal end of the peduncle looked as though the flukes were severed by a large prop, as it was a clean slice, and there was a ""v"" flap that would be consistent with a spinning prop.",
WCRLB-20181002-2,Unidentified Whale,10/2/2018,2018,Swimming,Alive,SERIOUS INJURY,Yes,CA,11-Monterey,Monterey,Off Hopkins Point,36.625787,decimal degrees,–121.900688,decimal degrees,NA,NA,Recreational,UNKNOWN,UNKNOWN,0,cm,N/A,N/A,N/A,"Off Hopkins Point, a woman was thrown against a 20-foot-long power boat's glass windshield and suffered moderate injuries to her head and arm. According to witness Marge Brigadier, a man who was boating with the woman said they were cruising through the water when they hit a bump. ""They hit something that he thought could only have been a whale. They went flying up, and when she came back down, her head smashed against the windshield. There was a lot of blood,"" Brigadier said. https://www.ksbw.com/article/two-boats-collide-with-whales-in-monterey-bay/23585828",
WCRLB-20181002-1,Unidentified Whale,10/2/2018,2018,Swimming,Alive,SERIOUS INJURY,Yes,CA,11-Monterey,Monterey,Breakwater Cove,36.6126,decimal degrees,–121.8898,decimal degrees,NA,NA,Recreational,UNKNOWN,UNKNOWN,0,cm,N/A,N/A,N/A,A breaching whale caused a 10-foot-long boat to capsize with seven people onboard in Breakwater Cove. https://www.ksbw.com/article/two-boats-collide-with-whales-in-monterey-bay/23585828,
CAS-MEF-808; TMMC-C-583,Humpback Whale,10/7/2018,2018,Floating,Moderate Decomposition,NO DATA,Yes,CA,04-Marin,Muir Beach,on Beach north of Slide Ranch,37.875463,decimal degrees,–122.6018,decimal degrees,10/11/2018,Moderate Decomposition,Unknown,MALE,SUBADULT,1080,cm,N,N/A,Left at Site,"This animal was reported floating offshore late Sunday night 10/7/18. The carcass washed ashore on 10/8/18 just north of Slide Ranch near Muir Beach. Due to the tides the necropsy team was not able access the whale until Thursday morning 10/11/18 and by then the carcass was rolling in the surf. Some estimated lengths were taken, as well as skin and skull fragments but a full necropsy could not be performed. There were skull fragments found on the beach where the whale had been stranded the evening before.",
WCRLB-20181008Bp,Fin Whale,10/8/2018,2018,Floating,Fresh Dead,DEAD,Yes,CA,15-Los Angeles,Long Beach,Port of Long Beach; POLB B35,33.75526,decimal degrees,–118.216624,decimal degrees,10/10/2018,Fresh Dead,Shipping,MALE,UNKNOWN,920,cm,N,N/A,Towed,"Came in dead on bow of vessel, Grand Mercury. Large impact wound on right side of body behind pec flipper. Jaws beginning to tear apart",
TMMC-C-584,Humpback Whale,10/13/2018,2018,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,04-Marin,NA,"Kehoe Beach South End, Point Reyes National Seashore, Gulf of the Farallones National Marine Sanctuary",38.147,decimal degrees,–122.9509,decimal degrees,10/13/2018,Moderate Decomposition,Unknown,MALE,SUBADULT,910,cm,Y,2018-Oct-13,Left at Site,"Whale found on the beach dead, but in good condition.",
WCRLB-20190319Er,Gray Whale,3/19/2019,2019,Swimming,Alive / Fresh Dead,DEAD,Yes,CA,15-Los Angeles,Long Beach,Port of Long Beach,33.687333,decimal degrees,–118.183500,decimal degrees,3/20/2019,Fresh Dead,Ferry,MALE,SUBADULT,913,cm,N,N/A,Towed,Self Reported Vessel Collision with Jet Catalina Express. JV talked to Capt. Troy; Whale moving south to north and was seen just ahead of the port bow. Vessel immediately slowed to 10kts and Capt. felt a bump towards the back of the vessel. Capt. did see whale diving and turning down just before collision. Carcass seen in POLB on 3/21/2019; JV and JG were able to get a good look and appears from video that the whale was hit on the right dorsal surface and the force caused significant hemorrhaging around pec flippers. Large wound across the animals back consistent with vessel collision. (Comined with WCRLB-20190321Er after it was determined to be the same animal),
CICRU-2019-07,Gray Whale,3/24/2019,2019,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,14-Ventura,Ventura,"County Line State Beach, Ventura",,decimal degrees,,decimal degrees,3/24/2019,Moderate Decomposition,Unknown,UNKNOWN,UNKNOWN,,,N,N/A,Left at Site,This whale had prop marks down the entire length of its peduncle. There were the remnants of a deep intramuscular abscess near base of peduncle leaving concern for spinal / cauda equina involvement . The area was completely necrotic and wrapped ventrally around the penduncle.,
CAS-KKH-001; TMMC-C-596,Gray Whale,4/10/2019,2019,Floating,Fresh Dead,DEAD,Yes,CA,09-San Mateo,Union City,Floating in the San Francisco Bay near the east end of the San Mateo Bridge,37.6005,decimal degrees,122.183833,decimal degrees,4/11/2019,Fresh Dead,Unknown,FEMALE,ADULT,965,cm,Y,4/11/2019,Left at Site,"CAS field volunteer, Kate High collected data and the pelvic bone for CAS. See necropsy report for more details.",
CAS-MEF-812,Gray Whale,4/13/2019,2019,Floating,Fresh Dead,DEAD,Yes,CA,06-Contra Costa,Richmond,"Floating in San Francisco Bay, north of the Richmond bridge near Point Molate.",37.940413,decimal degrees,122.420567,decimal degrees,4/18/2019,Moderate Decomposition,Unknown,FEMALE,ADULT,910,cm,Y,4/18/2019,Left at Site,"This carcass was first reported floating off of Point Molate the morning of April 13, 2019. On April 13th at 5:37pm, it was reported on Red Rock Island, south of the Richmond Bridge. On April 14, it was reported by some boaters as floating in SF Bay at 37.87265N, 122.39953W. It was not seen for two days and was then reported on land on Brooks Island on April 16. The carcass was amputated posterior to the genital slit and was missing the entire peduncle and flukes. Based on the measurement of the remaining carcass (910 cm.) and similar size female gray whales, we estimated that the intact carcass would have been approximately 12 m. in length. See necropsy report for more details.",
TMMC-C-597; CAS-MEF-811,Gray Whale,4/16/2019,2019,Floating,Moderate Decomposition,DEAD,Yes,CA,09-San Mateo,Daly City,Floating 1/2 mile offshore of Daly City,37.676749,decimal degrees,122.502439,decimal degrees,4/17/2019,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1095,cm,Y,4/17/2019,Left at Site,"First reported the morning of April 16th, floating off of Thornton State Beach, Daly City. The carcass reached land at Esplanade Beach that afternoon and was tied off by a TMMC volunteer (37.648621N, 122.496812W). The carcass floated further south to Manor overnight, where it was necropsied the next day. See necropsy report for more details.",
Mexico-20190424Bm,Blue Whale,4/24/2019,2019,Floating,Fresh Dead,NO DATA,No,CA,18-Mexico,Mexico,Manzanillo Port,,decimal degrees,,decimal degrees,4/24/2019,Fresh Dead,Shipping,UNKNOWN,ADULT,,,N,N/A,Towed,"According to reports, crew on the Rotterdam Express container ship travelling from Long Beach in California in the US to the city of Manzanillo in the western Mexican state of Colima were unaware that they were dragging a dead blue whale (Balaenoptera musculus) until they arrived at their destination.  Crew members believe that the whale must have become stuck after hitting the ship despite saying that they did not feel the impact of any such collision.  Meanwhile, the dead whale was bleeding heavily and had huge gashes and injuries over its huge body, as seen in the video footage.  It is believed that the whale was probably weak when it collided with the ship and ended up being dragged for part of the journey.  Christian Ortega Ortiz, oceanology expert at the University of Colima, told local media: “When the ship was entering the port, the whale was stuck to its bow. Once there, port workers spotted it. It was probably still alive when it first collided with the ship.”  Once in the Port of Manzanillo, crew members and port workers removed the dead blue whale.  Ortega Ortiz said: “In 10 years, this is the first time that a ship has arrived in the Port of Manzanillo with a whale stuck to it like this. We have seen evidence of whales hitting boats, but this is the first of its kind here.”  According to reports, the blue whale’s body was disposed of at open sea.",
CAS-MEF-814,Gray Whale,4/28/2019,2019,Floating,Moderate Decomposition,DEAD,Yes,CA,04-Marin,Inverness Park,"Point Reyes National Seashore, Limantour Beach, 1/4 mile west of the trail from the parking lot.",38.01988,decimal degrees,122.898004,decimal degrees,4/29/2019,Moderate Decomposition,Unknown,FEMALE,ADULT,1261,cm,Y,4/30/2019,Left at Site,"The animal was first reported on Sunday April 28th floating off shore of Limantour beach. The whale fully came on shore later that evening on the high tide. This carcass was reported still on Limantour Beach on 29 April 2019. We coordinated the necropsy with PRNS and the snowy plover biologist. There were plovers that were nesting in both directions on the beach and we were instructed to not let any pieces float away. Because of this request we could not fully get into the abdominal or the thoracic cavity to assess further. A team from PRNS, TMMC, and CAS performed a necropsy on 30 April 2019. There was one partial and one full-thickness laceration along the caudal peduncle and a partial thickness laceration along the dorsal aspect of the fluke. See necropsy report for more details.",
CAS-MEF-817,Gray Whale,5/6/2019,2019,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,08-San Francisco,San Francisco,"GGNRA, Ocean Beach at stairway 25.",37.765673,decimal degrees,122.512684,decimal degrees,5/6/2019,Moderate Decomposition,Unknown,FEMALE,ADULT,1260,cm,Y,5/7/2019,Left at Site,"Necropsy conducted on 7 May 2019. Right pelvic bone, baleen, barnacles, cyamids, and tissues collected for CAS.",
CRC-1720,Gray Whale,5/9/2019,2019,Beach or Land,Fresh Dead,NO DATA,No,WA,Grays Harbor,Ocean City,1/2 mile N of casino,47.058,decimal degrees,-124.1775,decimal degrees,5/10/2019,Fresh Dead,Unknown,MALE,SUBADULT,885,cm,Y,3/10/2019,Buried,"found dead on the beach. healed rakes on fin tips. Possible healed entanglement injury L fluke. Minimal cyamids. Heavy barnacles on the head. Laying R side, slightly bloated, visually emaciated.. . Evidence of trauma to the back, forward of dorsal hump. Happened a while ago but related to the mortality. No external wounds. Unable to determine the cause. Possible ship strike. Possible healed entanglement injury on L fluke.",
CRC-1727,Gray Whale,5/26/2019,2019,Floating,Fresh Dead,NO DATA,Yes,WA,Jefferson,Port Ludlow,floating 1.5 miles S of Marrowstone Is,47.95,decimal degrees,-122.65,decimal degrees,5/27/2019,Fresh Dead,Unknown,MALE,ADULT,1206,cm,Y,6/3/2019,Towed,"Landed at 641 Olele point Rd on 28 May. Unable to move due to tides until 02 June.. Floating exam on 27 May: bloated but thin, floating belly/R side up. Large laceration in L pec fin, near axilla. From trailing edge extends 1/2 way into fin. Unable to determine if pre or post mortem. At necropsy on 02-Jun: 70% of skin sloughing off carcass. Carcass bloated. All baleen had fallen out due to decomp. No signs of recent entanglement.. . Large laceration in L pec fin, near axilla. From trailing edge extends 1/2 way into fin. Unable to determine if pre or post mortem, waiting for histology. Appears to be from prop rather than entanglement--no evidence of any wrapping on leading edge of fin.",
CRC-1731,Humpback Whale,5/28/2019,2019,Swimming,Alive,SERIOUS INJURY,Yes,WA,King,Seattle,near Coleman ferry dock,47.6017,decimal degrees,-122.3431,decimal degrees,,,Ferry,UNKNOWN,SUBADULT,1000,cm,N,,N/A,"Photo of the flank provided by WSF matches the individual sighted off Anderson Island on 26 May. At 20:18, a juvenile humpback whale surfaced approx 5 ft in front of bow of ferry, followed immediately by a thump felt by passengers. Multiple people reported large amounts of blood and several minutes of struggling at the surface, then the animal disappeared at approx 20:30pm. The WSF captain confirmed the strike of the whale. USCG conducted searches but were unable to relocated carcass.. . . Reports from multiple witnesses (passengers and distant observers) confirming ferry strike of humpback whale at 20:18, shortly after the ferry left the coleman terminal. Photo provided by the WSF cameras confirm species and age class estimate. Based on accounts of ""fountains of blood"", the sized and speed and the vessel and the size of the whale, this was likely a fatal strike. Subsequent searches by the USCG were unsuccessful--witnesses lost sight of the whale shortly after the strike, it is believed the whale sank. Carcass nnot recovered.",
WCRLB-20190601Bb,Sei Whale,6/1/2019,2019,Floating,Moderate Decomposition,NO DATA,Yes,CA,16-Orange,Huntington Beach,Just inside Anaheim Bay on south jetty wall,33.7273,decimal degrees,-118.09927,decimal degrees,,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1000,cm,N,N/A,Buried,There maybe signs of a prop strike near the head of the animal. area at the head could be from where it was impinged and rubbing on the bow of a ship,
WCRLB-20190602Bm,Blue Whale,6/2/2019,2019,Floating,Fresh Dead,DEAD,Yes,CA,15-Los Angeles,Long Beach,in the POLB near the cruise ship near J dock. ,33.747867,decimal degrees,-118.186617,decimal degrees,6/3/2019,Fresh Dead,Cruise,FEMALE,ADULT,2350,cm,N,N/A,Towed,after the exam we believe the cause of death is blunt force trauma and due to the associated hemorrhaging in multiple areas we believe the whale was alive when hit and killed by the collision. You can actually clearly see the line where the whale was on the bow and folded in half around the bow.....the cruise ship bow is different than container ships as the containers don't have quite the point as is more rounded bow.  You can also see in these pictures the blue paint that rubbed off the bulbous bow of the vessel. ,
CAS-MEF-821; TMMC-C-619,Humpback Whale,7/21/2019,2019,Beach or Land,Moderate Decomposition,DEAD,Yes,CA,04-Marin,Olema,"Point Reyes National Seashore, Wildcat Beach",37.971157,decimal degrees,–122.793204,decimal degrees,7/23/2019,Moderate Decomposition,Unknown,FEMALE,CALF,915,cm,Y,7/23/2019,Left at Site,"This carcass was originally reported to TMMC in the surf at Wildcat Beach in Point Reyes National Seashore on 7/21/2019. PRNS staff confirmed the carcass was still in the same location on 7/22/2019. CAS, TMMC, and PRNS conducted a complete necropsy on 7/23/2019. Although the entire carcass was intact, the skull was fractured with the posterior portion of the cranium loose on the beach. On necropsy the rostrum was fractured and had some bone bruising. COD was blunt force trauma consistent with ship strike. 2 pelvic bones, 1 chevron, baleen plates, tissue, and 2 skull fragments collected for CAS",
CAS-Mn-01Sep19-SLP,Humpback Whale,9/1/2019,2019,Swimming,Alive,DEAD,Yes,CA,04-Marin,Sausalito,"In San Francisco Bay, 1/2 mile NW of Alcatraz Island",37.8308,decimal degrees,–122.4333,decimal degrees,,Unknown,Shipping,UNKNOWN,ADULT,,,N,N/A,N/A,"Ship strike witnessed by a member of the public and reported to the USCG, and responded to by the whale watching vessel Kitty Kat. Struck by container ship MSC Azov (captain denies), in SF bay. Whale floated on the surface, bleeding, until it finally appeared to have died. It was last seen floating near Kirby Cove, just west of the Golden Gate Bridge. It did not appear any place on the outer coast after this last sighting. **On October 7th, a report was made to CAS of a ""whale sock"" (blubber but no bones) at Mussel Rock Park in Daly City. This particular area is known for its high deposition of dead marine mammals. CAS responded to collect tissues for DNA analysis and the blubber was not located. It is unknown if this is the remnant of this humpback, as there were not identifiable features.",
NEEDED,Gray Whale,9/6/2019,2019,Swimming,Alive,SERIOUS INJURY,No,OR,Lincoln,,,,decimal degrees,,decimal degrees,NA,NA,Unknown,UNKNOWN,Unknown,0,cm,NA,NA,NA,"WHALE TOWING LINE FROM DAMAGED LEFT FLUKE BLADE THAT HAD DEEP PROPELLER INJURY, AS EVIDENCED BY REGULAR SPACING AND CHARACTER OF WOUNDS. LINE WAS CAUGHT IN THE SCAR OF THE PROPELLER WOUND. CYAMIDS NOTED IN WOUND. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. OBSERVER WAS AN OSU WHALE RESEARCHER.",
CRC-1794,Gray Whale,4/8/2020,2020,Beach or Land,Moderate Decomposition,NO DATA,Yes,WA,Jefferson,Port Townsend,"Discovery Bay, NE side, near Cliffside Drive",48.0697,decimal degrees,-122.8658,decimal degrees,4/9/2020,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1045,cm,Y,4/9/2020,Sunk ,"found dead on shellfish bed. Not there day before. Moved to nearby beach for necropsy by Taylor Shellfish crew. Very small response team due to COVID-19 and social distancing guidelines followed during exam, fewer samples than normal collected.. Very bloated (expecially in chest) but skin not sloughing. Laying on L side. Very thin--vertebrae pronounced, peanut head. Mild cyamids (some still alive). 30x25cm firm swelling on mid-mandible on R side. 11 propeller scars (healed) on L side dorsal. Healed killer whale rakes on top of rostum. Eyes sunken. Few skin ulcerations.. . Propeller marks (11) on L side dorsal--old and healed, not related to mortality. Large swollen area mid-right mandible with bone beneath, suspect broken and healed jawbone from previous trauma (possible killer whale or ship strike).",
PSU20-05-31-Er,Gray Whale,5/31/2020,2020,Beach or Land,Moderate Decomposition,DEAD,Yes,WA,Pacific,Ocean Park,"0.8 mile north of 225th Street access, Klipsan Beach",46.47562,decimal degrees,-124.06076,decimal degrees,5/31/2020,Moderate Decomposition,Unknown,MALE,ADULT,1250,cm,Y,6/1/2020,Left at Site,"head trauma; evidence of previous entanglement; the whale was thin but not emaciated; evidence of past entanglement on tongue, body, and flukes; substantial hemorrhage at right side of rostrum and head with damage to baleen on that side that coincides with hemorrhage on rostrum; no other hemorrhage encountered in areas examined; the left side of the whale was not examined (inaccessible); no obvious signs of illness",
CRC-1804,Gray Whale,7/5/2020,2020,Floating,Advanced Decomposition,DEAD,Yes,WA,Grays Harbor,Westport,floating off Westport jetty,46.908,decimal degrees,-124.139,decimal degrees,7/6/2020,Advanced Decomposition,Unknown,FEMALE,ADULT,1147,cm,Y,7/6/2020,Left at Site,"first seen floating off westport on 05 July and landed next morning in Ocean Shores. May have also been seen floating near ocean shores jetty on evening of 04 July but unable to confirm.. skinless, shark bites @ tailstock and traling edge of flukes. Bones exposed on R pec fin. Laying on back, slightly tipped to R side. Area of hemorrhave visisble on top of head behind eye. Eye missing, tongue had areas of scavenging, no baleen present.. . Blunt forcxe trauma to top of the head, premortem. Due to position of the animal unabe to determine the extent or severity of the injury. Suspect it at least contributed to mortality, if not ultimate cause.",
CRC-1817,Humpback Whale,7/6/2020,2020,Swimming,Alive,SERIOUS INJURY,Yes,WA,King,Mukilteo,3/4 mi NW of Mukilteo ferry terminal,47.9654,decimal degrees,-122.317,decimal degrees,7/6/2020,Alive,Ferry,UNKNOWN,UNKNOWN,,,N/A,,N/A,"Searched conducted by CRC, SR3 and World Vets on 06 Jul and 07 July. Only larger whale sighted.. . Photo immediately after strike shows injury to R side of animal not present in photos taken at sightings in days prior. Video just after strike showed whale acting abnormally and animal last seen 24 minutes after impact.. Passengers aboad the Puget Sound Express were watching 2 humpback whales and witnessed a ferry strike to the smaller of the two whales at 12:15. Photo immediately after strike shows injury to R side of animal not present in photos taken at sightings in days prior. Video just after strike showed whale acting abnormally and animal last seen 24 minutes after impact. Is presumed dead after exhaustive searches on 06 Jul and 07 July during which the larger of 2 whales was sighted but smaller one was not.",
CRC-1816,Humpback Whale,7/26/2020,2020,Beach or Land,Fresh Dead,DEAD,Yes,WA,Grays Harbor,Ocean Shores,On beach near Driftwood street,46.9414,decimal degrees,-124.1761,decimal degrees,7/27/2020,Fresh Dead,Unknown,FEMALE,YEARLING,933,cm,Y,7/27/2020,Left at Site,"floated in on late afternoon/evening of 26 July.. Laying on back. Throat bloated. All skin intact. Few whale lice, most are dead. Healed impressions consistent with entanglement on tailstock (wrap) and a line of impressions along the throat pleats between the pec fins (appeared to have been wrapped). . Cause of mortality blunt force trauma consistent with ship strike. Several broken ribs on L side near veterbral connection. Massive internal bleeding in chest cavity, hematoma in blubber/muscle near L pectoral fin. Healed impressions consistent with entanglement on tailstock (wrap) and leading edges of flukes at insertions and a line of impressions along the throat pleats between the pec fins (appeared to have been wrapped)--these are not suspected to be related to mortality.",
WCRLB-20200811Unk,Unidentified Whale,8/11/2020,2020,Swimming,Fresh Dead,DEAD,Yes,CA,Los Angeles,,10 miles east of San Nicolas Island,33.2333,decimal degrees,-119.205,decimal degrees,NA,NA,Shipping,UNKNOWN,UNKNOWN,,,N/A,N/A,N/A,"Might be fin or blue; Tue, Aug 11, approx 5:45am I was notified by the CG that the MV Horizon Pacific had called to report a vessel strike on a whale at Initial position: 33-14.00'N    -119-12.30'W; At about 8am I got a second call letting me know that before they got to the pilot the whale fell off the bow at approx. Drop point  33-33.50N   -118-25.50W;  NMFS has a pdf of the past track en route to Long Beach, where the vessel is currently moored.  It's interesting to note that the whale ""fell off"" the bow right where the speed drops down to basically zero and they did a little course change...
",
WCRLB-20200823Bp,Fin Whale,8/23/2020,2020,Swimming,Alive,NO DATA,Yes,CA,Los Angeles,,Near Marina Del Rey,,,,,NA,NA,Recreational,UNKNOWN,UNKNOWN,,,N/A,N/A,N/A,"Via video and report from offending vessel, provide to NMFS 3rd hand; Reporting party: ""Someone sent me a video of a sailboat that hit a whale yesterday near MDR. It was really low quality but it could have been injured.""",
HSU20200924-OF2,Unidentified Whale,9/24/2020,2020,Swimming,Alive,NO DATA,Yes,CA,Humboldt,,Approx 11 miles offshore of Eureka near buoy 22,40.7477,decimal degrees,-124.48635,decimal degrees,NA,NA,Recreational,UNKNOWN,UNKNOWN,,,N/A,N/A,N/A,"The RP stated he struck a whale at ~12:30 pm on 9/24/2020, vessel was 25ft Asilmar sounder, carrying tuna ice with approx weight 7800 lbs, traveling 20-25 kts. The boat made contact on the forward port side and the impact threw the operator out of the seat where he hit his head and lost focus for a few moments. Passengers did not get a good visual of the whale but stated that it felt like he hit a brick wall and were busy trying to see if the hull was breached as they thought they may be taking on water. The hull was intact and the passengers stated that the vessel came out of the water several feet during the event.  The operator/RP said that he had seen whales around the area when anchored but none ahead of them during their return transit, he described the whale as large and dark gray over 30 ft but was uncertain of size and suspected it was possibly larger. They did hear it surface behind them and take several breaths but did not see it or any blood in the water. RP did not believe that the prop hit the whale but was not certain.   ",
CRC-1846,Humpback Whale,9/27/2020,2020,Floating,Moderate Decomposition,DEAD,Yes,WA,Clallam,Clallam Bay,floating about 3 miles offshore,48.2935,decimal degrees,-124.2,decimal degrees,10/2/2020,Moderate Decomposition,Unknown,MALE,SUBADULT,1060,cm,Y,10/4/2020,Towed,"Identified via fluke photos as CRC ID 17479, seen alive on 22 Sept by local whale watch company. Photos from that encounter show it was not emaciated. Animal floating between US and Canadian waters for several days, underwater footage of the body collected by CRC on 02 October via go pro. Animal towed by CRC/NMML to nearby site owned by Green Crow Timberland on 03 October for exam and natural decomposition.. Laying on back, curved slightly to the L at tailstock. Bloated. Some skin starting to slough on throat, around R pec fin insertion and R lower jaw. Reddened areas visible where skin sloughed at 1st-3rd grooves on R mandible near gape, and R posterior pec fin insertion. Air escaping from a few small rents in throat pleats. Penis fully extruded. One set of rakes on ventral L fluke blade (not healed). Cookie cutter bite scars (4) on L and R flanks. One 4cm raised round nodule R mid lateral abdomen (solid tissue). Aggregation of barnacle on chin, around genital opening. Underwater video showed no obvious injuries on dorsal aspect.. . Evidence of blunt force trauma, consistent with ship strike. Field of subcu hemorrhage on lateral R mandible, concentrated in front 1/3 of mandible and radiating to insertion of pec fin. Trauma may extend toward L side mandible. No broken bones observed but cannot rule out the possiblity of small fractures that were missed. Laying on back and unable to examine top of head. Extent of truamautic injuries undertermined but likely significantly contributed to mobidity and mortality. Additional HI: animal tagged in 2018 by OSU with deep implant satelite tag on L side, approx 1 ft below the dorsal fin. Unable to examine tag site at necropsy due to position of carcass and lack of heavy equipment. Contrubution of tag to mortality is unknown but considered unlikely based on necropsy findings.",
